=== Análise de Erros ===

Erros de POS Tagging (632):
Gold: INTJ | Predito: VERB
Gold: (2, 'parataxis') | Predito: (0, 'ROOT')
Gold: (14, 'nmod') | Predito: (14, 'acl')
Gold: (17, 'nmod') | Predito: (17, 'obl:agent')
Gold: (23, 'parataxis') | Predito: (23, 'appos')
Gold: (23, 'conj') | Predito: (20, 'nmod')
Gold: (32, 'parataxis') | Predito: (32, 'appos')
Gold: (23, 'conj') | Predito: (32, 'conj')
Gold: (40, 'parataxis') | Predito: (40, 'appos')
Gold: (2, 'punct') | Predito: (12, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'advmod') | Predito: (12, 'advmod')
Gold: (6, 'amod') | Predito: (8, 'amod')
Gold: (15, 'punct') | Predito: (27, 'punct')
Gold: (7, 'punct') | Predito: (13, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'ccomp') | Predito: (11, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'nsubj') | Predito: (7, 'nsubj:pass')
Gold: (2, 'advmod') | Predito: (7, 'advmod')
Gold: (7, 'cop') | Predito: (7, 'aux:pass')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'obj') | Predito: (7, 'nsubj')
Gold: (14, 'obl') | Predito: (14, 'det')
Gold: (10, 'acl:relcl') | Predito: (10, 'nmod')
Gold: (0, 'root') | Predito: (7, 'nsubj')
Gold: (3, 'obj') | Predito: (3, 'nsubj')
Gold: (1, 'cop') | Predito: (7, 'cop')
Gold: (1, 'nsubj') | Predito: (0, 'ROOT')
Gold: (1, 'punct') | Predito: (7, 'punct')
Gold: (2, 'appos') | Predito: (2, 'conj')
Gold: (5, 'acl:relcl') | Predito: (5, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'obj') | Predito: (3, 'nsubj')
Gold: (2, 'parataxis') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'acl:relcl') | Predito: (1, 'conj')
Gold: (6, 'obj') | Predito: (9, 'det')
Gold: (7, 'nmod') | Predito: (6, 'obj')
Gold: (7, 'parataxis') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (1, 'advcl')
Gold: (7, 'punct') | Predito: (1, 'punct')
Gold: (4, 'nsubj') | Predito: (6, 'nsubj:pass')
Gold: (4, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (6, 'dep')
Gold: (4, 'conj') | Predito: (0, 'ROOT')
Gold: (4, 'xcomp') | Predito: (11, 'cop')
Gold: (4, 'punct') | Predito: (7, 'punct')
Gold: (4, 'obj') | Predito: (6, 'xcomp')
Gold: (11, 'obl') | Predito: (11, 'nmod')
Gold: (4, 'punct') | Predito: (6, 'punct')
Gold: (5, 'det') | Predito: (9, 'nsubj')
Gold: (0, 'root') | Predito: (1, 'appos')
Gold: (3, 'appos') | Predito: (1, 'amod')
Gold: (9, 'det') | Predito: (9, 'obj')
Gold: (7, 'obj') | Predito: (0, 'ROOT')
Gold: (7, 'advmod') | Predito: (9, 'advmod')
Gold: (7, 'conj') | Predito: (9, 'conj')
Gold: (15, 'det') | Predito: (14, 'obj')
Gold: (12, 'obj') | Predito: (12, 'xcomp')
Gold: (12, 'advmod') | Predito: (14, 'advmod')
Gold: (5, 'conj') | Predito: (14, 'conj')
Gold: (21, 'parataxis') | Predito: (9, 'conj')
Gold: (30, 'advmod') | Predito: (26, 'advmod')
Gold: (23, 'advcl') | Predito: (23, 'ccomp')
Gold: (30, 'obj') | Predito: (34, 'amod')
Gold: (30, 'xcomp') | Predito: (30, 'obj')
Gold: (3, 'punct') | Predito: (9, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'obj') | Predito: (6, 'case')
Gold: (17, 'obj') | Predito: (17, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'obj') | Predito: (7, 'mark')
Gold: (7, 'obl') | Predito: (7, 'obj')
Gold: (15, 'case') | Predito: (17, 'mark')
Gold: (19, 'obl') | Predito: (17, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (26, 'mark') | Predito: (24, 'case')
Gold: (26, 'nsubj:pass') | Predito: (21, 'nmod')
Gold: (21, 'acl') | Predito: (16, 'acl')
Gold: (26, 'conj') | Predito: (8, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'punct') | Predito: (9, 'punct')
Gold: (5, 'parataxis') | Predito: (5, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'conj') | Predito: (13, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'parataxis') | Predito: (5, 'nmod')
Gold: (13, 'punct') | Predito: (18, 'punct')
Gold: (23, 'case') | Predito: (21, 'mark')
Gold: (23, 'det') | Predito: (21, 'obj')
Gold: (18, 'advcl') | Predito: (18, 'xcomp')
Gold: (24, 'obj') | Predito: (24, 'obl:agent')
Gold: (24, 'obl') | Predito: (27, 'nmod')
Gold: (31, 'obj') | Predito: (31, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'amod') | Predito: (6, 'flat:name')
Gold: (6, 'amod') | Predito: (6, 'flat:name')
Gold: (21, 'mark') | Predito: (19, 'case')
Gold: (21, 'nsubj:pass') | Predito: (17, 'nmod')
Gold: (23, 'acl') | Predito: (17, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'case') | Predito: (12, 'det')
Gold: (10, 'obl') | Predito: (10, 'obj')
Gold: (10, 'obl:agent') | Predito: (12, 'nmod')
Gold: (20, 'punct') | Predito: (22, 'punct')
Gold: (20, 'nsubj') | Predito: (22, 'nsubj')
Gold: (14, 'acl:relcl') | Predito: (22, 'cop')
Gold: (20, 'obl') | Predito: (10, 'dep')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'obj') | Predito: (13, 'nsubj:pass')
Gold: (8, 'acl') | Predito: (6, 'ccomp')
Gold: (13, 'obj') | Predito: (13, 'obl')
Gold: (21, 'nummod') | Predito: (21, 'det')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'parataxis') | Predito: (12, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obl') | Predito: (5, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obl') | Predito: (13, 'nmod')
Gold: (0, 'root') | Predito: (6, 'nsubj')
Gold: (7, 'nsubj') | Predito: (6, 'dep')
Gold: (1, 'parataxis') | Predito: (0, 'ROOT')
Gold: (9, 'det') | Predito: (11, 'obl')
Gold: (1, 'punct') | Predito: (7, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'obl') | Predito: (21, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'punct') | Predito: (6, 'punct')
Gold: (6, 'conj') | Predito: (6, 'parataxis')
Gold: (26, 'punct') | Predito: (13, 'punct')
Gold: (18, 'acl:relcl') | Predito: (11, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'conj') | Predito: (2, 'advcl')
Gold: (2, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'obj') | Predito: (9, 'mark')
Gold: (17, 'conj') | Predito: (2, 'obl')
Gold: (25, 'case') | Predito: (25, 'det')
Gold: (17, 'conj') | Predito: (21, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'obj') | Predito: (13, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'nmod') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (5, 'punct')
Gold: (0, 'root') | Predito: (3, 'appos')
Gold: (5, 'punct') | Predito: (3, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'nmod') | Predito: (13, 'nmod')
Gold: (4, 'conj') | Predito: (8, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'amod') | Predito: (4, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'punct') | Predito: (7, 'punct')
Gold: (9, 'cc') | Predito: (7, 'cc')
Gold: (9, 'xcomp') | Predito: (2, 'conj')
Gold: (2, 'conj') | Predito: (7, 'nsubj')
Gold: (15, 'iobj') | Predito: (15, 'obl')
Gold: (15, 'obj') | Predito: (18, 'nmod')
Gold: (20, 'acl') | Predito: (2, 'advcl')
Gold: (25, 'punct') | Predito: (29, 'punct')
Gold: (30, 'nmod') | Predito: (29, 'iobj')
Gold: (30, 'conj') | Predito: (38, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'appos') | Predito: (18, 'appos')
Gold: (12, 'advmod') | Predito: (3, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'mark') | Predito: (11, 'case')
Gold: (10, 'fixed') | Predito: (4, 'obl')
Gold: (10, 'fixed') | Predito: (13, 'case')
Gold: (10, 'fixed') | Predito: (15, 'mark')
Gold: (4, 'advcl') | Predito: (11, 'acl:relcl')
Gold: (19, 'advmod') | Predito: (19, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'obl') | Predito: (5, 'nmod')
Gold: (5, 'acl') | Predito: (4, 'advcl')
Gold: (5, 'parataxis') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (1, 'obl')
Gold: (5, 'punct') | Predito: (1, 'punct')
Gold: (5, 'parataxis') | Predito: (0, 'ROOT')
Gold: (5, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (1, 'obl')
Gold: (5, 'punct') | Predito: (1, 'punct')
Gold: (3, 'case') | Predito: (2, 'case')
Gold: (3, 'det') | Predito: (7, 'obl')
Gold: (7, 'obl') | Predito: (2, 'acl')
Gold: (3, 'nmod') | Predito: (3, 'obl:agent')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'amod') | Predito: (9, 'acl')
Gold: (9, 'conj') | Predito: (9, 'appos')
Gold: (9, 'conj') | Predito: (19, 'conj')
Gold: (9, 'conj') | Predito: (19, 'conj')
Gold: (9, 'conj') | Predito: (26, 'conj')
Gold: (29, 'appos') | Predito: (26, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'punct') | Predito: (26, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'obl') | Predito: (9, 'fixed')
Gold: (16, 'mark') | Predito: (16, 'case')
Gold: (4, 'advcl') | Predito: (4, 'obl')
Gold: (16, 'obj') | Predito: (16, 'appos')
Gold: (4, 'acl') | Predito: (5, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (15, 'punct')
Gold: (7, 'punct') | Predito: (21, 'punct')
Gold: (7, 'obl') | Predito: (5, 'obl')
Gold: (7, 'punct') | Predito: (5, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'obl') | Predito: (7, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'det') | Predito: (3, 'obj')
Gold: (3, 'obj') | Predito: (4, 'flat:name')
Gold: (5, 'nummod') | Predito: (4, 'flat:name')
Gold: (5, 'conj') | Predito: (3, 'obj')
Gold: (5, 'conj') | Predito: (3, 'obl')
Gold: (5, 'conj') | Predito: (3, 'obl')
Gold: (20, 'det') | Predito: (18, 'det')
Gold: (5, 'conj') | Predito: (3, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'amod') | Predito: (3, 'acl')
Gold: (3, 'conj') | Predito: (1, 'obj')
Gold: (3, 'conj') | Predito: (10, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'nsubj') | Predito: (14, 'case')
Gold: (9, 'advmod') | Predito: (14, 'advmod')
Gold: (9, 'conj') | Predito: (14, 'conj')
Gold: (0, 'root') | Predito: (2, 'advmod')
Gold: (1, 'xcomp') | Predito: (0, 'ROOT')
Gold: (1, 'punct') | Predito: (2, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'advmod') | Predito: (6, 'case')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'mark') | Predito: (7, 'advmod')
Gold: (8, 'obj') | Predito: (8, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'obl') | Predito: (17, 'nmod')
Gold: (3, 'punct') | Predito: (8, 'punct')
Gold: (3, 'appos') | Predito: (6, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'case') | Predito: (5, 'det')
Gold: (8, 'mark') | Predito: (8, 'nsubj')
Gold: (3, 'conj') | Predito: (8, 'conj')
Gold: (13, 'iobj') | Predito: (15, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'punct') | Predito: (11, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'case') | Predito: (6, 'det')
Gold: (3, 'obl') | Predito: (6, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'punct') | Predito: (12, 'punct')
Gold: (12, 'obl') | Predito: (14, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'discourse') | Predito: (5, 'cop')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'det') | Predito: (1, 'parataxis')
Gold: (8, 'xcomp') | Predito: (8, 'obj')
Gold: (1, 'parataxis') | Predito: (3, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'case') | Predito: (2, 'cc')
Gold: (5, 'obl') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'advcl') | Predito: (5, 'ccomp')
Gold: (19, 'advcl') | Predito: (17, 'advcl')
Gold: (20, 'obj') | Predito: (25, 'det')
Gold: (20, 'xcomp') | Predito: (20, 'obj')
Gold: (3, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'case') | Predito: (10, 'mark')
Gold: (6, 'advmod') | Predito: (10, 'advmod')
Gold: (12, 'nmod') | Predito: (12, 'appos')
Gold: (5, 'punct') | Predito: (8, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'obj') | Predito: (8, 'nsubj')
Gold: (9, 'cc') | Predito: (9, 'flat:name')
Gold: (9, 'obj') | Predito: (9, 'flat:name')
Gold: (12, 'flat:name') | Predito: (9, 'flat:name')
Gold: (4, 'acl') | Predito: (2, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'det') | Predito: (13, 'advmod')
Gold: (16, 'cc') | Predito: (17, 'cc')
Gold: (14, 'conj') | Predito: (17, 'det')
Gold: (7, 'nmod') | Predito: (9, 'nmod')
Gold: (13, 'acl') | Predito: (7, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (22, 'obl') | Predito: (22, 'obj')
Gold: (5, 'appos') | Predito: (2, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'xcomp') | Predito: (2, 'obj')
Gold: (3, 'obj') | Predito: (2, 'obj')
Gold: (3, 'obl') | Predito: (2, 'obl')
Gold: (26, 'punct') | Predito: (15, 'punct')
Gold: (26, 'cc') | Predito: (15, 'cc')
Gold: (26, 'nsubj') | Predito: (7, 'conj')
Gold: (2, 'conj') | Predito: (2, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'det') | Predito: (18, 'fixed')
Gold: (17, 'nmod') | Predito: (15, 'nmod')
Gold: (32, 'mark') | Predito: (32, 'nsubj')
Gold: (32, 'xcomp') | Predito: (32, 'advcl')
Gold: (34, 'obj') | Predito: (38, 'case')
Gold: (34, 'obl') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (38, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'punct') | Predito: (30, 'punct')
Gold: (17, 'punct') | Predito: (36, 'punct')
Gold: (17, 'obl:agent') | Predito: (17, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'nsubj') | Predito: (1, 'obj')
Gold: (6, 'acl') | Predito: (1, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'nmod') | Predito: (16, 'nmod')
Gold: (13, 'acl') | Predito: (8, 'advcl')
Gold: (18, 'advmod') | Predito: (16, 'advmod')
Gold: (36, 'punct') | Predito: (13, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (41, 'nsubj') | Predito: (50, 'nsubj')
Gold: (38, 'appos') | Predito: (41, 'nsubj')
Gold: (50, 'acl') | Predito: (38, 'acl:relcl')
Gold: (46, 'nsubj') | Predito: (41, 'obj')
Gold: (41, 'ccomp') | Predito: (38, 'acl')
Gold: (50, 'conj') | Predito: (53, 'conj')
Gold: (63, 'obj') | Predito: (63, 'det')
Gold: (5, 'nsubj') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (4, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'acl') | Predito: (5, 'obl')
Gold: (1, 'obl') | Predito: (1, 'flat:name')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'obj') | Predito: (1, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'nmod') | Predito: (10, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'obl') | Predito: (10, 'nmod')
Gold: (8, 'obl') | Predito: (14, 'nmod')
Gold: (6, 'mark') | Predito: (2, 'case')
Gold: (6, 'det') | Predito: (4, 'obj')
Gold: (4, 'expl') | Predito: (4, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'iobj') | Predito: (12, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'nmod') | Predito: (10, 'nmod')
Gold: (23, 'nmod') | Predito: (25, 'nmod')
Gold: (6, 'advmod') | Predito: (8, 'det')
Gold: (14, 'punct') | Predito: (6, 'punct')
Gold: (14, 'mark') | Predito: (16, 'mark')
Gold: (14, 'mark') | Predito: (10, 'fixed')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (22, 'case') | Predito: (22, 'det')
Gold: (19, 'obj') | Predito: (19, 'nsubj')
Gold: (24, 'nmod') | Predito: (19, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'mark') | Predito: (3, 'fixed')
Gold: (11, 'advmod') | Predito: (11, 'mark')
Gold: (8, 'case') | Predito: (5, 'fixed')
Gold: (5, 'obl') | Predito: (11, 'nsubj')
Gold: (11, 'nsubj') | Predito: (11, 'expl')
Gold: (11, 'obj') | Predito: (11, 'nsubj')
Gold: (2, 'appos') | Predito: (8, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'acl') | Predito: (8, 'xcomp')
Gold: (20, 'advmod') | Predito: (16, 'advmod')
Gold: (22, 'xcomp') | Predito: (16, 'obl')
Gold: (30, 'obl') | Predito: (28, 'nmod')
Gold: (30, 'punct') | Predito: (16, 'punct')
Gold: (22, 'obl') | Predito: (16, 'obl')
Gold: (22, 'obl') | Predito: (39, 'nmod')
Gold: (3, 'punct') | Predito: (1, 'punct')
Gold: (5, 'cc') | Predito: (6, 'cc')
Gold: (3, 'conj') | Predito: (6, 'case')
Gold: (5, 'fixed') | Predito: (1, 'conj')
Gold: (3, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'obj') | Predito: (8, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'obj') | Predito: (15, 'iobj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'obj') | Predito: (4, 'nmod')
Gold: (4, 'punct') | Predito: (2, 'punct')
Gold: (2, 'appos') | Predito: (2, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'punct') | Predito: (12, 'punct')
Gold: (10, 'parataxis') | Predito: (10, 'conj')
Gold: (12, 'advcl') | Predito: (12, 'xcomp')
Gold: (10, 'advmod') | Predito: (14, 'obj')
Gold: (16, 'fixed') | Predito: (18, 'advmod')
Gold: (16, 'fixed') | Predito: (14, 'obj')
Gold: (16, 'fixed') | Predito: (18, 'fixed')
Gold: (23, 'case') | Predito: (19, 'fixed')
Gold: (20, 'fixed') | Predito: (14, 'obj')
Gold: (20, 'fixed') | Predito: (23, 'det')
Gold: (10, 'obj') | Predito: (14, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'case') | Predito: (15, 'mark')
Gold: (15, 'det') | Predito: (15, 'obj')
Gold: (22, 'mark') | Predito: (22, 'case')
Gold: (17, 'acl') | Predito: (20, 'nmod')
Gold: (22, 'obj') | Predito: (22, 'flat:name')
Gold: (22, 'xcomp') | Predito: (20, 'nmod')
Gold: (20, 'ccomp') | Predito: (20, 'parataxis')
Gold: (5, 'amod') | Predito: (9, 'amod')
Gold: (9, 'cc') | Predito: (8, 'cc')
Gold: (9, 'amod') | Predito: (6, 'conj')
Gold: (5, 'conj') | Predito: (5, 'nmod')
Gold: (8, 'obl') | Predito: (11, 'nmod')
Gold: (16, 'case') | Predito: (13, 'dep')
Gold: (13, 'nmod') | Predito: (4, 'nsubj')
Gold: (4, 'punct') | Predito: (20, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'nsubj') | Predito: (20, 'obj')
Gold: (22, 'appos') | Predito: (26, 'appos')
Gold: (9, 'parataxis') | Predito: (4, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (25, 'appos') | Predito: (13, 'dep')
Gold: (6, 'obl') | Predito: (7, 'obl')
Gold: (6, 'punct') | Predito: (2, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'conj') | Predito: (7, 'appos')
Gold: (11, 'conj') | Predito: (22, 'conj')
Gold: (11, 'conj') | Predito: (22, 'conj')
Gold: (11, 'conj') | Predito: (7, 'appos')
Gold: (11, 'conj') | Predito: (29, 'conj')
Gold: (11, 'conj') | Predito: (29, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'advmod') | Predito: (4, 'xcomp')
Gold: (8, 'case') | Predito: (4, 'advcl')
Gold: (4, 'obl') | Predito: (6, 'obj')
Gold: (2, 'conj') | Predito: (3, 'conj')
Gold: (5, 'appos') | Predito: (2, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'obj') | Predito: (8, 'obl')
Gold: (26, 'cc') | Predito: (15, 'cc')
Gold: (26, 'nsubj:pass') | Predito: (12, 'conj')
Gold: (15, 'conj') | Predito: (26, 'nsubj:pass')
Gold: (15, 'conj') | Predito: (19, 'conj')
Gold: (8, 'punct') | Predito: (26, 'punct')
Gold: (3, 'acl') | Predito: (9, 'nsubj')
Gold: (1, 'punct') | Predito: (3, 'punct')
Gold: (9, 'nsubj') | Predito: (1, 'appos')
Gold: (3, 'parataxis') | Predito: (1, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'nmod') | Predito: (12, 'nmod')
Gold: (21, 'nmod') | Predito: (24, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'advmod') | Predito: (9, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'advmod') | Predito: (11, 'mark')
Gold: (9, 'ccomp') | Predito: (9, 'advcl')
Gold: (17, 'punct') | Predito: (5, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'advmod') | Predito: (6, 'advmod')
Gold: (5, 'mark') | Predito: (3, 'case')
Gold: (5, 'nsubj') | Predito: (0, 'ROOT')
Gold: (3, 'appos') | Predito: (5, 'nsubj')
Gold: (12, 'advcl') | Predito: (0, 'ROOT')
Gold: (5, 'punct') | Predito: (10, 'punct')
Gold: (12, 'nsubj') | Predito: (16, 'nsubj')
Gold: (0, 'root') | Predito: (16, 'cop')
Gold: (12, 'advmod') | Predito: (16, 'advmod')
Gold: (12, 'obl') | Predito: (5, 'obj')
Gold: (12, 'obl') | Predito: (16, 'nmod')
Gold: (12, 'punct') | Predito: (5, 'punct')
Gold: (13, 'advmod') | Predito: (12, 'advmod')
Gold: (4, 'case') | Predito: (1, 'fixed')
Gold: (13, 'nsubj:pass') | Predito: (12, 'nsubj')
Gold: (13, 'aux:pass') | Predito: (12, 'aux')
Gold: (10, 'acl') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (12, 'xcomp')
Gold: (13, 'punct') | Predito: (12, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (52, 'parataxis') | Predito: (0, 'ROOT')
Gold: (52, 'punct') | Predito: (1, 'punct')
Gold: (9, 'obj') | Predito: (9, 'obl')
Gold: (9, 'punct') | Predito: (15, 'punct')
Gold: (6, 'acl:relcl') | Predito: (6, 'acl')
Gold: (22, 'conj') | Predito: (24, 'conj')
Gold: (27, 'acl:relcl') | Predito: (15, 'ccomp')
Gold: (52, 'nsubj') | Predito: (52, 'nsubj:pass')
Gold: (0, 'root') | Predito: (1, 'parataxis')
Gold: (59, 'cc') | Predito: (73, 'cc')
Gold: (56, 'punct') | Predito: (66, 'punct')
Gold: (56, 'advmod') | Predito: (73, 'advmod')
